"subject_isolate","strain","consensus_ID","Con_ID","hits","query_clade","subject_clade"
"BTGP-1b","GRF52","1_GRF52","1",1,"S","T"
"BTGP-1b","Bm88324","1_Bm88324","1",1,"B1","T"
"BTGP-1b","DSLiz","10_DSLiz","10",1,"Pg","T"
"BTGP-1b","U232","1_U232","1",1,"S","T"
"BTGP-1b","FR13","2_FR13","2",1,"O","T"
"BTGP-1b","U167","5_U167","5",1,"Pg","T"
"BTGP-1b","Bm8309","6_Bm8309","6",1,"B1","T"
"BTGP-1b","Guy11","6_Guy11","6",1,"O","T"
"BTGP-1b","Wk3-1","2_Wk3-1","2",1,"L3","T"
"BTGP-1b","Lh8401","4_Lh8401","4",1,"Le","T"
"BTGP-1b","SSFL02-2","7_SSFL02-2","7",1,"St","T"
"BTGP-1b","Pr8202","1_Pr8202","1",1,"P","T"
"BTGP-1b","Guy11","2_Guy11","2",1,"O","T"
"BTGP-1b","Bm88324","7_Bm88324","7",1,"B1","T"
"BTGP-1b","1B49","3_1B49","3",1,"O","T"
"BTGP-1b","HO","2_HO","2",1,"L1","T"
"BTGP-1b","Bd8401","5_Bd8401","5",1,"B2","T"
"BTGP-1b","T13-3EX","5_T13-3EX","5",1,"T","T"
"BTGP-1b","T5-3","7_T5-3","7",1,"T","T"
"BTGP-1b","U107","3_U107","3",1,"O","T"
"BTGP-1b","T3-1","11_T3-1","11",1,"T","T"
"BTGP-1b","Bd8401","8_Bd8401","8",1,"B2","T"
"BTGP-1b","Pg1054x1x2","4_Pg1054x1x2","4",1,"St","T"
"BTGP-1b","PH42","1_PH42","1",1,"E1","T"
"BTGP-1b","Guy11","5_Guy11","5",1,"O","T"
"BTGP-1b","U168","4_U168","4",1,"Lu","T"
"BTGP-1b","HO","3_HO","3",1,"L1","T"
"BTGP-1b","U217","7_U217","7",1,"St","T"
"BTGP-1b","IB49","3_IB49","3",1,"O","T"
"BTGP-1b","T12-8","2_T12-8","2",1,"T","T"
"BTGP-1b","Pg1054x1x2","8_Pg1054x1x2","8",1,"St","T"
"BTGP-1b","ATCC64557","2_ATCC64557","2",1,"L1","T"
"BTGP-1b","Pr88165","1_Pr88165","1",1,"P","T"
"BTGP-1b","T3-1","2_T3-1","2",1,"T","T"
"BTGP-1b","T4-2","5_T4-2","5",1,"T","T"
"BTGP-1b","E-3-S7","3_E-3-S7","3",1,"E2","T"
"BTGP-1b","SSTX-16-11","8_SSTX-16-11","8",1,"St","T"
"BTGP-1b","IB49","2_IB49","2",1,"O","T"
"BTGP-1b","TEF","1_TEF","1",1,"Er","T"
"BTGP-1b","T3-1","10_T3-1","10",1,"T","T"
"BTGP-1b","T5-3","3_T5-3","3",1,"T","T"
"BTGP-1b","Cd88217","3_Cd88217","3",1,"C1","T"
"BTGP-1b","Wk3-1","7_Wk3-1","7",1,"L3","T"
"BTGP-1b","T3-1","6_T3-1","6",1,"T","T"
"BTGP-1b","SSFL14-3","9_SSFL14-3","9",1,"St","T"
"BTGP-1b","U235","2_U235","2",1,"L1","T"
"BTGP-1b","Pg1054x1x2","6_Pg1054x1x2","6",1,"St","T"
"BTGP-1b","SSFL02-2","12_SSFL02-2","12",1,"St","T"
"BTGP-1b","Br80","1_Br80","1",1,"T","T"
"BTGP-1b","JA1EX","2_JA1EX","2",1,"Pu","T"
"BTGP-1b","Lh8401","5_Lh8401","5",1,"Le","T"
"BTGP-1b","T21-1EX_CK","6_T21-1EX_CK","6",1,"T","T"
"BTGP-1b","Cd88217","2_Cd88217","2",1,"C1","T"
"BTGP-1b","Bd8401","10_Bd8401","10",1,"B2","T"
"BTGP-1b","Ds363","11_Ds363","11",1,"Ec","T"
"BTGP-1b","U237","1_U237","1",1,"Ec","T"
"BTGP-1b","JA159EX","1_JA159EX","1",1,"C2","T"
"BTGP-1b","Ds555i","4_Ds555i","4",1,"L1","T"
"BTGP-1b","G22","1_G22","1",1,"E2","T"
"BTGP-1b","Pg1054","6_Pg1054","6",1,"St","T"
"BTGP-1b","Wk3-1","3_Wk3-1","3",1,"L3","T"
"BTGP-1b","SSFL14-3","2_SSFL14-3","2",1,"St","T"
"BTGP-1b","SSTX-16-11","6_SSTX-16-11","6",1,"St","T"
"BTGP-1b","JA178EX","4_JA178EX","4",1,"E3","T"
"BTGP-1b","T13-3EX","6_T13-3EX","6",1,"T","T"
"BTGP-1b","EtKY19","2_EtKY19","2",1,"Er","T"
"BTGP-1b","Arcadia","6_Arcadia","6",1,"S","T"
"BTGP-1b","MG04","3_MG04","3",1,"E2","T"
"BTGP-1b","Bd8401","9_Bd8401","9",1,"B2","T"
"BTGP-1b","Ecrus326","1_Ecrus326","1",1,"L1","T"
"BTGP-1b","Po221","1_Po221","1",1,"L1","T"
"BTGP-1b","GG11","2_GG11","2",1,"L1","T"
"BTGP-1b","TEF","4_TEF","4",1,"Er","T"
"BTGP-1b","SSFL02-2","8_SSFL02-2","8",1,"St","T"
"BTGP-1b","1A1","1_1A1","1",1,"O","T"
"BTGP-1b","T-8","1_T-8","1",1,"T","T"
"BTGP-1b","E-3-S7","4_E-3-S7","4",1,"E2","T"
"BTGP-1b","T21-1EX_CK","4_T21-1EX_CK","4",1,"T","T"
"BTGP-1b","U217","6_U217","6",1,"St","T"
"BTGP-1b","SSFL02-2","11_SSFL02-2","11",1,"St","T"
"BTGP-1b","FPH","4_FPH","4",1,"H","T"
"BTGP-1b","Lh8401","1_Lh8401","1",1,"Le","T"
"BTGP-1b","Br35","1_Br35","1",1,"B3","T"
"BTGP-1b","IE1K","2_IE1K","2",1,"O","T"
"BTGP-1b","SSFL02-2","5_SSFL02-2","5",1,"St","T"
"BTGP-1b","SSFL14-3","8_SSFL14-3","8",1,"St","T"
"BTGP-1b","As345","1_As345","1",1,"L1","T"
"BTGP-1b","Pd88413","4_Pd88413","4",1,"Ec","T"
"BTGP-1b","T12-8","12_T12-8","12",1,"T","T"
"BTGP-1b","1A1","5_1A1","5",1,"O","T"
"BTGP-1b","T5-3","2_T5-3","2",1,"T","T"
"BTGP-1b","IE1K","3_IE1K","3",1,"O","T"
"BTGP-1b","SSFL14-3","10_SSFL14-3","10",1,"St","T"
"BTGP-1b","Br80","2_Br80","2",1,"T","T"
"BTGP-1b","Pr88165","4_Pr88165","4",1,"P","T"
"BTGP-1b","T12-8","5_T12-8","5",1,"T","T"
"BTGP-1b","Lc8401","4_Lc8401","4",1,"Ec","T"
"BTGP-1b","Wk3-1","5_Wk3-1","5",1,"L3","T"
"BTGP-1b","HO","1_HO","1",1,"L1","T"
"BTGP-1b","Mo","4_Mo","4",1,"O","T"
"BTGP-1b","CD88215","4_CD88215","4",1,"C1","T"
"BTGP-1b","MG04","1_MG04","1",1,"E2","T"
"BTGP-1b","CD88215","3_CD88215","3",1,"C1","T"
"BTGP-1b","SSTX-16-11","11_SSTX-16-11","11",1,"St","T"
"BTGP-1b","IB49","1_IB49","1",1,"O","T"
"BTGP-1b","CD88215","2_CD88215","2",1,"C1","T"
"BTGP-1b","Cd88217","1_Cd88217","1",1,"C1","T"
"BTGP-1b","T13-3EX","7_T13-3EX","7",1,"T","T"
"BTGP-1b","U168","2_U168","2",1,"Lu","T"
"BTGP-1b","T3-1","9_T3-1","9",1,"T","T"
"BTGP-1b","Pr88165","7_Pr88165","7",1,"P","T"
"BTGP-1b","ML33","6_ML33","6",1,"O","T"
"BTGP-1b","T50-3","2_T50-3","2",1,"T","T"
"BTGP-1b","IE1K","4_IE1K","4",1,"O","T"
"BTGP-1b","Pg1204","1_Pg1204","1",1,"St","T"
"BTGP-1b","1C17","4_1C17","4",1,"O","T"
"BTGP-1b","U75","3_U75","3",1,"O","T"
"BTGP-1b","E-3-S7","2_E-3-S7","2",1,"E2","T"
"BTGP-1b","JA23EX","1_JA23EX","1",1,"E1","T"
"BTGP-1b","1A1","6_1A1","6",1,"O","T"
"BTGP-1b","GRF52","4_GRF52","4",1,"S","T"
"BTGP-1b","Mo","11_Mo","11",1,"O","T"
"BTGP-1b","1A1","3_1A1","3",1,"O","T"
"BTGP-1b","SSFL02-2","9_SSFL02-2","9",1,"St","T"
"BTGP-1b","Pg1213-2","1_Pg1213-2","1",1,"L2","T"
"BTGP-1b","P1L1-2","2_P1L1-2","2",1,"L1","T"
"BTGP-1b","BD-MAG","2_BD-MAG","2",1,"T","T"
"BTGP-1b","Pg1054x1x2","7_Pg1054x1x2","7",1,"St","T"
"BTGP-1b","U234","1_U234","1",1,"L1","T"
"BTGP-1b","U198","3_U198","3",1,"O","T"
"BTGP-1b","SSFL02-2","3_SSFL02-2","3",1,"St","T"
"BTGP-1b","Ds555i","2_Ds555i","2",1,"L1","T"
"BTGP-1b","E-3-S7","1_E-3-S7","1",1,"E2","T"
"BTGP-1b","Ce88443","2_Ce88443","2",1,"Ce","T"
"BTGP-1b","FR13","4_FR13","4",1,"O","T"
"BTGP-1b","FHEX2","2_FHEX2","2",1,"L1","T"
"BTGP-1b","T5-3","8_T5-3","8",1,"T","T"
"BTGP-1b","Pg1054","2_Pg1054","2",1,"St","T"
"BTGP-1b","SSID116","3_SSID116","3",1,"O","T"
"BTGP-1b","Mo","5_Mo","5",1,"O","T"
"BTGP-1b","Pg1054","3_Pg1054","3",1,"St","T"
"BTGP-1b","Pd88413","2_Pd88413","2",1,"Ec","T"
"BTGP-1b","T25","1_T25","1",1,"T","T"
"BTGP-1b","JA178EX","1_JA178EX","1",1,"E3","T"
"BTGP-1b","SSID116","2_SSID116","2",1,"O","T"
"BTGP-1b","SSFL02-2","6_SSFL02-2","6",1,"St","T"
"BTGP-1b","Lh8844","1_Lh8844","1",1,"Le","T"
"BTGP-1b","MG04","4_MG04","4",1,"E2","T"
"BTGP-1b","Bd8401","2_Bd8401","2",1,"B2","T"
"BTGP-1b","Wk3-1","1_Wk3-1","1",1,"L3","T"
"BTGP-1b","IB33","4_IB33","4",1,"O","T"
"BTGP-1b","TEF","5_TEF","5",1,"Er","T"
"BTGP-1b","IB33","1_IB33","1",1,"O","T"
"BTGP-1b","JA1EX","3_JA1EX","3",1,"Pu","T"
"BTGP-1b","Mo","7_Mo","7",1,"O","T"
"BTGP-1b","T12-8","1_T12-8","1",1,"T","T"
"BTGP-1b","SSTX-16-11","2_SSTX-16-11","2",1,"St","T"
"BTGP-1b","T12-8","10_T12-8","10",1,"T","T"
"BTGP-1b","U75","2_U75","2",1,"O","T"
"BTGP-1b","T4-2","2_T4-2","2",1,"T","T"
"BTGP-1b","JA92EX","1_JA92EX","1",1,"B4","T"
"BTGP-1b","1B49","5_1B49","5",1,"O","T"
"BTGP-1b","T21-1EX_CK","3_T21-1EX_CK","3",1,"T","T"
"BTGP-1b","G22","3_G22","3",1,"E2","T"
"BTGP-1b","T21-1EX_CK","7_T21-1EX_CK","7",1,"T","T"
"BTGP-1b","Ds555i","5_Ds555i","5",1,"L1","T"
"BTGP-1b","G22","2_G22","2",1,"E2","T"
"BTGP-1b","PgKY","2_PgKY","2",1,"L1","T"
"BTGP-1b","SSFL14-3","5_SSFL14-3","5",1,"St","T"
"BTGP-1b","1C17","3_1C17","3",1,"O","T"
"BTGP-1b","1A1","2_1A1","2",1,"O","T"
"BTGP-1b","TF1-05","1_TF1-05","1",1,"L1","T"
"BTGP-1b","ML33","1_ML33","1",1,"O","T"
"BTGP-1b","JA178EX","7_JA178EX","7",1,"E3","T"
"BTGP-1b","T5-3","6_T5-3","6",1,"T","T"
"BTGP-1b","Pd88413","6_Pd88413","6",1,"Ec","T"
"BTGP-1b","T3-1","7_T3-1","7",1,"T","T"
"BTGP-1b","Lh8401","6_Lh8401","6",1,"Le","T"
"BTGP-1b","SSID116","6_SSID116","6",1,"O","T"
"BTGP-1b","CD88215","6_CD88215","6",1,"C1","T"
"BTGP-1b","Ei8303","1_Ei8303","1",1,"E1","T"
"BTGP-1b","WB037","1_WB037","1",1,"T","T"
"BTGP-1b","T30-2","7_T30-2","7",1,"T","T"
"BTGP-1b","Lh8401","3_Lh8401","3",1,"Le","T"
"BTGP-1b","TEF","8_TEF","8",1,"Er","T"
"BTGP-1b","CD88215","1_CD88215","1",1,"C1","T"
"BTGP-1b","SSFL02-2","1_SSFL02-2","1",1,"St","T"
"BTGP-1b","T4-2","4_T4-2","4",1,"T","T"
"BTGP-1b","Lc8401","2_Lc8401","2",1,"Ec","T"
"BTGP-1b","U171","1_U171","1",1,"Lu","T"
"BTGP-1b","U217","9_U217","9",1,"St","T"
"BTGP-1b","Br7","2_Br7","2",1,"T","T"
"BTGP-1b","GRF52","8_GRF52","8",1,"S","T"
"BTGP-1b","T3-1","8_T3-1","8",1,"T","T"
"BTGP-1b","Pg1054x1x2","10_Pg1054x1x2","10",1,"St","T"
"BTGP-1b","Ei88365","2_Ei88365","2",1,"E1","T"
"BTGP-1b","T4-2","7_T4-2","7",1,"T","T"
"BTGP-1b","FR13","6_FR13","6",1,"O","T"
"BTGP-1b","Bm8309","5_Bm8309","5",1,"B1","T"
"BTGP-1b","CD88215","5_CD88215","5",1,"C1","T"
"BTGP-1b","U233","2_U233","2",1,"St","T"
"BTGP-1b","AR4","1_AR4","1",1,"Er","T"
"BTGP-1b","STAG-MS","1_STAG-MS","1",1,"St","T"
"BTGP-1b","Arcadia","7_Arcadia","7",1,"S","T"
"BTGP-1b","Lc8401","1_Lc8401","1",1,"Ec","T"
"BTGP-1b","EtKY19","1_EtKY19","1",1,"Er","T"
"BTGP-1b","Pg1054x1x2","1_Pg1054x1x2","1",1,"St","T"
"BTGP-1b","PL2-1","3_PL2-1","3",1,"L1","T"
"BTGP-1b","PL2-1","2_PL2-1","2",1,"L1","T"
"BTGP-1b","U217","1_U217","1",1,"St","T"
"BTGP-1b","Mo","10_Mo","10",1,"O","T"
"BTGP-1b","FR13","8_FR13","8",1,"O","T"
"BTGP-1b","FHEX2","1_FHEX2","1",1,"L1","T"
"BTGP-1b","PgKY","1_PgKY","1",1,"L1","T"
"BTGP-1b","FR13","9_FR13","9",1,"O","T"
"BTGP-1b","U234","2_U234","2",1,"L1","T"
"BTGP-1b","Mo","1_Mo","1",1,"O","T"
"BTGP-1b","U75","1_U75","1",1,"O","T"
"BTGP-1b","1B49","7_1B49","7",1,"O","T"
"BTGP-1b","SSFL14-3","6_SSFL14-3","6",1,"St","T"
"BTGP-1b","Arcadia","1_Arcadia","1",1,"S","T"
"BTGP-1b","Pg1204","2_Pg1204","2",1,"St","T"
"BTGP-1b","Ei88365","1_Ei88365","1",1,"E1","T"
"BTGP-1b","JA112EX","2_JA112EX","2",1,"B3","T"
"BTGP-1b","ATCC64557","1_ATCC64557","1",1,"L1","T"
"BTGP-1b","IC17","3_IC17","3",1,"O","T"
"BTGP-1b","T5-3","1_T5-3","1",1,"T","T"
"BTGP-1b","1B49","1_1B49","1",1,"O","T"
"BTGP-1b","U168","3_U168","3",1,"Lu","T"
"BTGP-1b","T13-3EX","2_T13-3EX","2",1,"T","T"
"BTGP-1b","T13-3EX","4_T13-3EX","4",1,"T","T"
"BTGP-1b","Lc8401","3_Lc8401","3",1,"Ec","T"
"BTGP-1b","IB49","5_IB49","5",1,"O","T"
"BTGP-1b","U75","6_U75","6",1,"O","T"
"BTGP-1b","Lh8401","2_Lh8401","2",1,"Le","T"
"BTGP-1b","IB49","7_IB49","7",1,"O","T"
"BTGP-1b","T3-1","4_T3-1","4",1,"T","T"
"BTGP-1b","JA178EX","2_JA178EX","2",1,"E3","T"
"BTGP-1b","LibP29_S2_L","1_LibP29_S2_L","1",1,"T","T"
"BTGP-1b","Mo","3_Mo","3",1,"O","T"
"BTGP-1b","SSFL14-3","12_SSFL14-3","12",1,"St","T"
"BTGP-1b","Pg1054","4_Pg1054","4",1,"St","T"
"BTGP-1b","T12-8","8_T12-8","8",1,"T","T"
"BTGP-1b","Lc8401","6_Lc8401","6",1,"Ec","T"
"BTGP-1b","T5-3","9_T5-3","9",1,"T","T"
"BTGP-1b","Pg1054","1_Pg1054","1",1,"St","T"
"BTGP-1b","T12-8","4_T12-8","4",1,"T","T"
"BTGP-1b","T13-3EX","1_T13-3EX","1",1,"T","T"
"BTGP-1b","Arcadia","3_Arcadia","3",1,"S","T"
"BTGP-1b","AR4","3_AR4","3",1,"Er","T"
"BTGP-1b","U198","1_U198","1",1,"O","T"
"BTGP-1b","U217","4_U217","4",1,"St","T"
"BTGP-1b","Bm88324","5_Bm88324","5",1,"B1","T"
"BTGP-1b","lib2-Py5020","1_lib2-Py5020","1",1,"T","T"
"BTGP-1b","U107","5_U107","5",1,"O","T"
"BTGP-1b","Ei8927","1_Ei8927","1",1,"E1","T"
"BTGP-1b","GG11","1_GG11","1",1,"L1","T"
"BTGP-1b","U232","5_U232","5",1,"S","T"
"BTGP-1b","T30-2","3_T30-2","3",1,"T","T"
"BTGP-1b","Wk3-1","4_Wk3-1","4",1,"L3","T"
"BTGP-1b","T4-2","1_T4-2","1",1,"T","T"
"BTGP-1b","SSFL02-2","10_SSFL02-2","10",1,"St","T"
"BTGP-1b","U75","5_U75","5",1,"O","T"
"BTGP-1b","WB032i","1_WB032i","1",1,"T","T"
"BTGP-1b","U217","2_U217","2",1,"St","T"
"BTGP-1b","Wk3-1","6_Wk3-1","6",1,"L3","T"
"BTGP-1b","SSID116","1_SSID116","1",1,"O","T"
"BTGP-1b","SSTX-16-11","5_SSTX-16-11","5",1,"St","T"
"BTGP-1b","Mo","2_Mo","2",1,"O","T"
"BTGP-1b","ML33","3_ML33","3",1,"O","T"
"BTGP-1b","Guy11","4_Guy11","4",1,"O","T"
"BTGP-1b","T30-2","2_T30-2","2",1,"T","T"
"BTGP-1b","Pd88413","5_Pd88413","5",1,"Ec","T"
"BTGP-1b","T21-1EX_CK","1_T21-1EX_CK","1",1,"T","T"
"BTGP-1b","U232","2_U232","2",1,"S","T"
"BTGP-1b","T12-8","3_T12-8","3",1,"T","T"
"BTGP-1b","SSFL14-3","7_SSFL14-3","7",1,"St","T"
"BTGP-1b","P1L1-2","3_P1L1-2","3",1,"L1","T"
"BTGP-1b","Guy11","8_Guy11","8",1,"O","T"
"BTGP-1b","U233","3_U233","3",1,"St","T"
"BTGP-1b","Br7","1_Br7","1",1,"T","T"
"BTGP-6e","T25","1_T25","1",1,"T","T"
"BTGP-6e","Br35","1_Br35","1",1,"B3","T"
"BTGP-6e","T5-3","6_T5-3","6",1,"T","T"
"BTGP-6e","U75","6_U75","6",1,"O","T"
"BTGP-6e","T12-8","9_T12-8","9",1,"T","T"
"BTGP-6e","FPH","4_FPH","4",1,"H","T"
"BTGP-6e","Pr88165","4_Pr88165","4",1,"P","T"
"BTGP-6e","U217","5_U217","5",1,"St","T"
"BTGP-6e","JA178EX","8_JA178EX","8",1,"E3","T"
"BTGP-6e","CD88215","4_CD88215","4",1,"C1","T"
"BTGP-6e","U107","5_U107","5",1,"O","T"
"BTGP-6e","T5-3","13_T5-3","13",1,"T","T"
"BTGP-6e","Cd88217","3_Cd88217","3",1,"C1","T"
"BTGP-6e","Lc8401","6_Lc8401","6",1,"Ec","T"
"BTGP-6e","Ds363","5_Ds363","5",1,"Ec","T"
"BTGP-6e","T12-8","10_T12-8","10",1,"T","T"
"BTGP-6e","Bd8401","3_Bd8401","3",1,"B2","T"
"BTGP-6e","1A1","4_1A1","4",1,"O","T"
"BTGP-6e","T13-3EX","7_T13-3EX","7",1,"T","T"
"BTGP-6e","T4-2","9_T4-2","9",1,"T","T"
"BTGP-6e","T3-1","1_T3-1","1",1,"T","T"
"BTGP-6e","T5-3","8_T5-3","8",1,"T","T"
"BTGP-6e","SSFL14-3","2_SSFL14-3","2",1,"St","T"
"BTGP-6e","IE1K","7_IE1K","7",1,"O","T"
"BTGP-6e","T30-2","3_T30-2","3",1,"T","T"
"BTGP-6e","Ce88443","2_Ce88443","2",1,"Ce","T"
"BTGP-6e","PH42","1_PH42","1",1,"E1","T"
"BTGP-6e","SSID116","2_SSID116","2",1,"O","T"
"BTGP-6e","SSFL14-3","12_SSFL14-3","12",1,"St","T"
"BTGP-6e","Br7","1_Br7","1",1,"T","T"
"BTGP-6e","U168","3_U168","3",1,"Lu","T"
"BTGP-6e","Pr8202","1_Pr8202","1",1,"P","T"
"BTGP-6e","T13-3EX","3_T13-3EX","3",1,"T","T"
"BTGP-6e","SSFL14-3","8_SSFL14-3","8",1,"St","T"
"BTGP-6e","SSTX-16-11","3_SSTX-16-11","3",1,"St","T"
"BTGP-6e","JA1EX","3_JA1EX","3",1,"Pu","T"
"BTGP-6e","TEF","8_TEF","8",1,"Er","T"
"BTGP-6e","IB33","2_IB33","2",1,"O","T"
"BTGP-6e","Bm8309","1_Bm8309","1",1,"B1","T"
"BTGP-6e","Ds555i","1_Ds555i","1",1,"L1","T"
"BTGP-6e","TEF","1_TEF","1",1,"Er","T"
"BTGP-6e","Pg1054","3_Pg1054","3",1,"St","T"
"BTGP-6e","Bd8401","7_Bd8401","7",1,"B2","T"
"BTGP-6e","Pg1213-2","4_Pg1213-2","4",1,"L2","T"
"BTGP-6e","T21-1EX_CK","6_T21-1EX_CK","6",1,"T","T"
"BTGP-6e","T5-3","11_T5-3","11",1,"T","T"
"BTGP-6e","Lc8401","7_Lc8401","7",1,"Ec","T"
"BTGP-6e","U167","5_U167","5",1,"Pg","T"
"BTGP-6e","T4-2","7_T4-2","7",1,"T","T"
"BTGP-6e","SSFL02-2","5_SSFL02-2","5",1,"St","T"
"BTGP-6e","T13-3EX","5_T13-3EX","5",1,"T","T"
"BTGP-6e","1A1","7_1A1","7",1,"O","T"
"BTGP-6e","Guy11","7_Guy11","7",1,"O","T"
"BTGP-6e","Wk3-1","2_Wk3-1","2",1,"L3","T"
"BTGP-6e","Lh8401","1_Lh8401","1",1,"Le","T"
"BTGP-6e","U232","2_U232","2",1,"S","T"
"BTGP-6e","JA23EX","1_JA23EX","1",1,"E1","T"
"BTGP-6e","Pg1054x1x2","6_Pg1054x1x2","6",1,"St","T"
"BTGP-6e","U233","3_U233","3",1,"St","T"
"BTGP-6e","AR4","3_AR4","3",1,"Er","T"
"BTGP-6e","GRF52","3_GRF52","3",1,"S","T"
"BTGP-6e","JA112EX","1_JA112EX","1",1,"B3","T"
"BTGP-6e","Pg1054","5_Pg1054","5",1,"St","T"
"BTGP-6e","ML33","6_ML33","6",1,"O","T"
"BTGP-6e","TEF","3_TEF","3",1,"Er","T"
"BTGP-6e","CD88215","6_CD88215","6",1,"C1","T"
"BTGP-6e","U217","9_U217","9",1,"St","T"
"BTGP-6e","IE1K","5_IE1K","5",1,"O","T"
"BTGP-6e","FR13","8_FR13","8",1,"O","T"
"BTGP-6e","U75","2_U75","2",1,"O","T"
"BTGP-6e","Guy11","4_Guy11","4",1,"O","T"
"BTGP-6e","Br35","3_Br35","3",1,"B3","T"
"BTGP-6e","JA112EX","2_JA112EX","2",1,"B3","T"
"BTGP-6e","1A1","2_1A1","2",1,"O","T"
"BTGP-6e","Mo","1_Mo","1",1,"O","T"
"BTGP-6e","Lc8401","1_Lc8401","1",1,"Ec","T"
"BTGP-6e","SSID116","1_SSID116","1",1,"O","T"
"BTGP-6e","Lc8401","8_Lc8401","8",1,"Ec","T"
"BTGP-6e","1B49","7_1B49","7",1,"O","T"
"BTGP-6e","Cd88217","1_Cd88217","1",1,"C1","T"
"BTGP-6e","DSLiz","10_DSLiz","10",1,"Pg","T"
"BTGP-6e","U232","1_U232","1",1,"S","T"
"BTGP-6e","T5-3","1_T5-3","1",1,"T","T"
"BTGP-6e","STAG-MS","1_STAG-MS","1",1,"St","T"
"BTGP-6e","T21-1EX_CK","7_T21-1EX_CK","7",1,"T","T"
"BTGP-6e","FPH","1_FPH","1",1,"H","T"
"BTGP-6e","FHEX2","1_FHEX2","1",1,"L1","T"
"BTGP-6e","Arcadia","7_Arcadia","7",1,"S","T"
"BTGP-6e","IB49","7_IB49","7",1,"O","T"
"BTGP-6e","MG04","2_MG04","2",1,"E2","T"
"BTGP-6e","SSFL02-2","10_SSFL02-2","10",1,"St","T"
"BTGP-6e","1C17","4_1C17","4",1,"O","T"
"BTGP-6e","T13-3EX","1_T13-3EX","1",1,"T","T"
"BTGP-6e","P1L1-2","3_P1L1-2","3",1,"L1","T"
"BTGP-6e","G22","1_G22","1",1,"E2","T"
"BTGP-6e","SSID116","3_SSID116","3",1,"O","T"
"BTGP-6e","IB49","3_IB49","3",1,"O","T"
"BTGP-6e","1C17","3_1C17","3",1,"O","T"
"BTGP-6e","FPH","2_FPH","2",1,"H","T"
"BTGP-6e","U198","3_U198","3",1,"O","T"
"BTGP-6e","Arcadia","3_Arcadia","3",1,"S","T"
"BTGP-6e","GG11","3_GG11","3",1,"L1","T"
"BTGP-6e","Ei8927","1_Ei8927","1",1,"E1","T"
"BTGP-6e","Bm88324","1_Bm88324","1",1,"B1","T"
"BTGP-6e","T5-3","12_T5-3","12",1,"T","T"
"BTGP-6e","Bm88324","7_Bm88324","7",1,"B1","T"
"BTGP-6e","Mo","3_Mo","3",1,"O","T"
"BTGP-6e","U75","7_U75","7",1,"O","T"
"BTGP-6e","Lh8401","3_Lh8401","3",1,"Le","T"
"BTGP-6e","T4-2","8_T4-2","8",1,"T","T"
"BTGP-6e","Pr88165","6_Pr88165","6",1,"P","T"
"BTGP-6e","T50-3","2_T50-3","2",1,"T","T"
"BTGP-6e","Lc8401","2_Lc8401","2",1,"Ec","T"
"BTGP-6e","1B49","6_1B49","6",1,"O","T"
"BTGP-6e","G22","3_G22","3",1,"E2","T"
"BTGP-6e","TEF","7_TEF","7",1,"Er","T"
"BTGP-6e","Pg1054x1x2","8_Pg1054x1x2","8",1,"St","T"
"BTGP-6e","PL2-1","1_PL2-1","1",1,"L1","T"
"BTGP-6e","PL2-1","2_PL2-1","2",1,"L1","T"
"BTGP-6e","Guy11","8_Guy11","8",1,"O","T"
"BTGP-6e","IB49","1_IB49","1",1,"O","T"
"BTGP-6e","Mo","5_Mo","5",1,"O","T"
"BTGP-6e","1A1","3_1A1","3",1,"O","T"
"BTGP-6e","HO","1_HO","1",1,"L1","T"
"BTGP-6e","T3-1","4_T3-1","4",1,"T","T"
"BTGP-6e","Pg1204","2_Pg1204","2",1,"St","T"
"BTGP-6e","Pg1054","6_Pg1054","6",1,"St","T"
"BTGP-6e","Wk3-1","7_Wk3-1","7",1,"L3","T"
"BTGP-6e","T3-1","3_T3-1","3",1,"T","T"
"BTGP-6e","ML33","1_ML33","1",1,"O","T"
"BTGP-6e","U232","5_U232","5",1,"S","T"
"BTGP-6e","1B49","3_1B49","3",1,"O","T"
"BTGP-6e","STAG-MS","2_STAG-MS","2",1,"St","T"
"BTGP-6e","IB33","4_IB33","4",1,"O","T"
"BTGP-6e","Pg1054x1x2","1_Pg1054x1x2","1",1,"St","T"
"BTGP-6e","CD88215","1_CD88215","1",1,"C1","T"
"BTGP-6e","Bm8309","5_Bm8309","5",1,"B1","T"
"BTGP-6e","Ds555i","3_Ds555i","3",1,"L1","T"
"BTGP-6e","T-8","1_T-8","1",1,"T","T"
"BTGP-6e","Lh8401","7_Lh8401","7",1,"Le","T"
"BTGP-6e","Pd88413","6_Pd88413","6",1,"Ec","T"
"BTGP-6e","T21-1EX_CK","3_T21-1EX_CK","3",1,"T","T"
"BTGP-6e","U217","4_U217","4",1,"St","T"
"BTGP-6e","SSFL02-2","9_SSFL02-2","9",1,"St","T"
"BTGP-6e","T12-8","12_T12-8","12",1,"T","T"
"BTGP-6e","E-3-S7","1_E-3-S7","1",1,"E2","T"
"BTGP-6e","T12-8","4_T12-8","4",1,"T","T"
"BTGP-6e","DSLiz","7_DSLiz","7",1,"Pg","T"
"BTGP-6e","BD-MAG","2_BD-MAG","2",1,"T","T"
"BTGP-6e","T12-8","11_T12-8","11",1,"T","T"
"BTGP-6e","MLF36","3_MLF36","3",1,"Pp","T"
